index,title,startYear,endYear,material,url,image,artist,description,museum,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
490,Fleecy Clouds,1881.0,1881.0,,https://clevelandart.org/art/1942.889,https://openaccess-cdn.clevelandart.org/1942.889/1942.889_web.jpg,George Inness,,cleveland museum of art,388,274,2510,2438,2453,848,77,1563,2358,2450
491,Processional Cross,1315.0,1325.0,,https://clevelandart.org/art/1943.280,https://openaccess-cdn.clevelandart.org/1943.280/1943.280_web.jpg,Master of Santa Chiara,,cleveland museum of art,2122,2107,2103,2119,2106,2283,2118,2108,2112,2111
492,Game of Backgammon,1640.0,1649.0,,https://clevelandart.org/art/1943.377,https://openaccess-cdn.clevelandart.org/1943.377/1943.377_web.jpg,David Teniers,the game of backgammon has a long and popular history which can be traced back many centuries  the version of the game as it is played in modern times first appeared in the 1400s under various names  its current appellation was coined around the same time as the date of this painting  backgammon was exceptionally popular in the 1600s  and was often played for money or other wagers  the two men on the left side of this painting are clearly involved in a high stakes game of backgammon  a three man cluster has gathered to watch them lay their bets  while another tallies their points on a scoreboard  the young lady in the right corner of the room otherwise surrounded by men and the older women who looks down on the game of backgammon from a window  both indicate that the interior presented in this painting is probably the gaming room of a brothel  courtesans often worked out of such game rooms  providing further entertainment for men  depictions of games  like procurement scenes  often symbolized moralizing virtues  games were considered at best folly and at worst immoral  backgammon was often used to represent the foolishness or wickedness of betting and wasting one s time ,cleveland museum of art,2460,189,2441,2455,2466,2475,2697,2252,100,2767
493,The Call,1902.0,1902.0,,https://clevelandart.org/art/1943.392,https://openaccess-cdn.clevelandart.org/1943.392/1943.392_web.jpg,Paul Gauguin,,cleveland museum of art,748,391,441,93,1889,610,68,542,160,2026
494,Sophie Crouzet,1796.0,1806.0,,https://clevelandart.org/art/1943.659,https://openaccess-cdn.clevelandart.org/1943.659/1943.659_web.jpg,Louis Hersent,,cleveland museum of art,835,275,3156,3157,3158,1733,562,563,564,3015
495,Portrait of Don Juan Antonio Cuervo,1819.0,1819.0,,https://clevelandart.org/art/1943.90,https://openaccess-cdn.clevelandart.org/1943.90/1943.90_web.jpg,Francisco de Goya,,cleveland museum of art,512,1733,482,376,533,115,484,400,2289,95
496,Overdoor Painting and Double-Leaf Doors,1790.0,1799.0,,https://clevelandart.org/art/1944.466,https://openaccess-cdn.clevelandart.org/1944.466/1944.466_web.jpg,Pierre Rousseau,,cleveland museum of art,459,460,461,497,498,450,451,452,453,454
497,Overdoor Painting,1790.0,1799.0,,https://clevelandart.org/art/1944.466.1,https://openaccess-cdn.clevelandart.org/1944.466.1/1944.466.1_web.jpg,Pierre Rousseau,,cleveland museum of art,460,461,497,498,496,447,450,451,452,453
498,Overdoor Painting,1790.0,1799.0,,https://clevelandart.org/art/1944.466.2,https://openaccess-cdn.clevelandart.org/1944.466.2/1944.466.2_web.jpg,Pierre Rousseau,,cleveland museum of art,460,461,497,498,496,447,450,451,452,453
499,Double-Leaf Doors,1790.0,1799.0,,https://clevelandart.org/art/1944.466.2.a,https://openaccess-cdn.clevelandart.org/1944.466.2.a/1944.466.2.a_web.jpg,Pierre Rousseau,,cleveland museum of art,451,452,453,454,455,456,457,499,500,496
500,Double-Leaf Door,1790.0,1799.0,,https://clevelandart.org/art/1944.466.2.b,https://openaccess-cdn.clevelandart.org/1944.466.2.b/1944.466.2.b_web.jpg,Pierre Rousseau,,cleveland museum of art,451,452,453,454,455,456,457,499,500,496
501,Jahangir,1600.0,1625.0,,https://clevelandart.org/art/1944.496,https://openaccess-cdn.clevelandart.org/1944.496/1944.496_web.jpg,,,cleveland museum of art,3199,3247,3241,1835,223,3246,3231,3275,3205,3274
502,Babar(?),1700.0,1799.0,,https://clevelandart.org/art/1944.497,https://openaccess-cdn.clevelandart.org/1944.497/1944.497_web.jpg,,,cleveland museum of art,1,2,3,4,5,6,7,8,9,10
503,Portrait of Alamgir (r. 1658-1707),1650.0,1699.0,,https://clevelandart.org/art/1944.498,https://openaccess-cdn.clevelandart.org/1944.498/1944.498_web.jpg,,,cleveland museum of art,154,503,1594,2479,2858,2862,3244,1591,1647,1992
504,Rooster,1615.0,1625.0,,https://clevelandart.org/art/1944.501,https://openaccess-cdn.clevelandart.org/1944.501/1944.501_web.jpg,,,cleveland museum of art,1,2,3,4,5,6,7,8,9,10
505,The Brierwood Pipe,1864.0,1864.0,,https://clevelandart.org/art/1944.524,https://openaccess-cdn.clevelandart.org/1944.524/1944.524_web.jpg,Winslow Homer,,cleveland museum of art,2690,282,584,3354,443,770,3448,2383,582,3313
506,Virgin and Child,1425.0,1481.0,,https://clevelandart.org/art/1944.56,https://openaccess-cdn.clevelandart.org/1944.56/1944.56_web.jpg,Icilio Federico Joni,,cleveland museum of art,526,122,151,513,2227,153,384,159,2094,123
507,Coronation of the Virgin,1420.0,1429.0,,https://clevelandart.org/art/1944.79,https://openaccess-cdn.clevelandart.org/1944.79/1944.79_web.jpg,Fra Angelico,,cleveland museum of art,507,123,513,2227,122,151,506,526,384,159
508,Pond at Ville-d'Avray,1865.0,1869.0,,https://clevelandart.org/art/1944.80,https://openaccess-cdn.clevelandart.org/1944.80/1944.80_web.jpg,Jean Baptiste Camille Corot,,cleveland museum of art,596,1536,577,2921,2299,1619,1513,1563,101,192
509,Portrait of Mary Wise,1773.0,1774.0,,https://clevelandart.org/art/1944.82,https://openaccess-cdn.clevelandart.org/1944.82/1944.82_web.jpg,Thomas Gainsborough,,cleveland museum of art,484,487,516,2689,3142,565,115,2224,482,1614
510,The River Loire at Nevers,1901.0,1901.0,,https://clevelandart.org/art/1944.84,https://openaccess-cdn.clevelandart.org/1944.84/1944.84_web.jpg,Henri Joseph Harpignies,,cleveland museum of art,2268,106,1809,2297,1563,2696,419,2302,616,2749
511,Declaration of Love,1715.0,1725.0,,https://clevelandart.org/art/1944.86,https://openaccess-cdn.clevelandart.org/1944.86/1944.86_web.jpg,Nicolas Lancret,,cleveland museum of art,260,488,565,562,563,564,561,3481,58,120
512,"Portrait of Maria Kitscher, Frau von Freyberg",1545.0,1545.0,,https://clevelandart.org/art/1944.88,https://openaccess-cdn.clevelandart.org/1944.88/1944.88_web.jpg,Hans Mielich,,cleveland museum of art,495,533,482,2289,115,1733,484,400,2361,470
513,Virgin and Child,1490.0,1500.0,,https://clevelandart.org/art/1944.89,https://openaccess-cdn.clevelandart.org/1944.89/1944.89_web.jpg,Pintoricchio,,cleveland museum of art,151,513,2227,506,526,153,384,159,2094,123
514,Portrait of a Woman,1630.0,1635.0,,https://clevelandart.org/art/1944.90,https://openaccess-cdn.clevelandart.org/1944.90/1944.90_web.jpg,Rembrandt van Rijn,,cleveland museum of art,108,400,2552,516,484,2246,1801,485,517,569
515,John the Baptist being carried to Zacharias,1505.0,1515.0,,https://clevelandart.org/art/1944.91,https://openaccess-cdn.clevelandart.org/1944.91/1944.91_web.jpg,Francesco Granacci,,cleveland museum of art,87,118,432,135,586,131,473,1685,1623,152
516,Portrait of a Woman,1513.0,1523.0,,https://clevelandart.org/art/1944.92,https://openaccess-cdn.clevelandart.org/1944.92/1944.92_web.jpg,Andrea del Sarto,,cleveland museum of art,400,484,220,3317,2037,514,120,1801,485,517
517,Portrait of a Woman,1650.0,1670.0,,https://clevelandart.org/art/1944.93,https://openaccess-cdn.clevelandart.org/1944.93/1944.93_web.jpg,Gerard ter Borch,,cleveland museum of art,517,569,603,1882,2274,2551,1801,558,220,400
518,Diptych with the Passion of Christ,1395.0,1405.0,,https://clevelandart.org/art/1945.115,https://openaccess-cdn.clevelandart.org/1945.115/1945.115_web.jpg,,,cleveland museum of art,195,588,637,606,607,608,609,194,384,159
519,"Portrait of Asaf Khan (1569–1641), from the Late Shah Jahan Album",1648.0,1658.0,,https://clevelandart.org/art/1945.168,https://openaccess-cdn.clevelandart.org/1945.168/1945.168_web.jpg,,,cleveland museum of art,1833,2556,3245,174,222,3222,547,2053,176,3257
520,Portrait of Raja Bikramajit,1615.0,1625.0,,https://clevelandart.org/art/1945.170,https://openaccess-cdn.clevelandart.org/1945.170/1945.170_web.jpg,Lal Chand,,cleveland museum of art,3240,2960,2917,3365,814,252,2911,3148,3395,3249
521,"Battle between Manuchihr and Tur, from a Shah-nama (Book of Kings) of Firdausi (Persian, c. 934–1020)",1605.0,1615.0,,https://clevelandart.org/art/1945.171,https://openaccess-cdn.clevelandart.org/1945.171/1945.171_web.jpg,,,cleveland museum of art,3180,3179,3178,548,549,3212,3237,3238,3213,3182
522,Lion on the Watch,1880.0,1890.0,,https://clevelandart.org/art/1945.25,https://openaccess-cdn.clevelandart.org/1945.25/1945.25_web.jpg,Jean-Léon Gérôme,,cleveland museum of art,1073,1081,984,1079,988,3147,1076,3258,3261,911
523,The Peaceable Kingdom,1816.0,1818.0,,https://clevelandart.org/art/1945.38,https://openaccess-cdn.clevelandart.org/1945.38/1945.38_web.jpg,Edward Hicks,,cleveland museum of art,3423,3443,3438,3395,3427,3006,2543,3454,3453,3468
524,Portrait of a Man,1605.0,1615.0,,https://clevelandart.org/art/1946.161,https://openaccess-cdn.clevelandart.org/1946.161/1946.161_web.jpg,,,cleveland museum of art,524,1527,2741,1800,541,145,2292,3123,2246,2090
525,The Killing of Three Warriors with Two Peaches,-202.0,220.0,,https://clevelandart.org/art/1946.238,https://openaccess-cdn.clevelandart.org/1946.238/1946.238_web.jpg,,,cleveland museum of art,3406,3442,3420,3443,3441,3423,1400,3492,3421,3390
526,Virgin and Child,1455.0,1465.0,,https://clevelandart.org/art/1946.242,https://openaccess-cdn.clevelandart.org/1946.242/1946.242_web.jpg,Neri de Bicci,,cleveland museum of art,526,122,151,513,2227,153,384,159,2094,123
527,View near Newport,1860.0,1869.0,,https://clevelandart.org/art/1946.255,https://openaccess-cdn.clevelandart.org/1946.255/1946.255_web.jpg,John Frederick Kensett,,cleveland museum of art,2034,2872,106,1531,540,602,3348,3310,1989,388
528,"Study for ""The Martyrdom of Saint Sebastian"" (for the Augustinian monastery at Diessen, Germany)",1739.0,1739.0,,https://clevelandart.org/art/1946.277,https://openaccess-cdn.clevelandart.org/1946.277/1946.277_web.jpg,Giovanni Battista Tiepolo,,cleveland museum of art,674,124,160,1623,1707,288,1685,432,598,473
529,The Siesta,1890.0,1920.0,,https://clevelandart.org/art/1946.280,https://openaccess-cdn.clevelandart.org/1946.280/1946.280_web.jpg,Albert Besnard,,cleveland museum of art,98,1561,3313,478,1518,282,443,770,3359,1692
530,Virgin and Child under a Canopy,1520.0,1529.0,,https://openaccess-cdn.clevelandart.org/1946.282/1946.282_web.jpg,https://openaccess-cdn.clevelandart.org/1946.282/1946.282_print.jpg,,,cleveland museum of art,613,2513,142,1524,597,673,152,384,1612,159
531,The Contemplator,1901.0,1901.0,,https://clevelandart.org/art/1946.283,https://openaccess-cdn.clevelandart.org/1946.283/1946.283_web.jpg,Eugène Carrière,,cleveland museum of art,2254,1557,423,536,1644,1617,1922,1512,2545,3140
532,Krishna and Gopis,1830.0,1870.0,,https://clevelandart.org/art/1946.359,https://openaccess-cdn.clevelandart.org/1946.359/1946.359_web.jpg,,,cleveland museum of art,3017,3431,3004,3013,3393,382,413,393,3012,1819
533,Portrait of Juan Maria Osorio,1781.0,1791.0,,https://clevelandart.org/art/1946.431,https://openaccess-cdn.clevelandart.org/1946.431/1946.431_web.jpg,Agustín Esteve y Marques,esteve y marques enjoyed a successful early career as a court painter and society portraitist  working as an assistant to the spanish painter francisco de goya before becoming court painter to king charles iv  the young subject of this portrait is juan maria osorio  one of three sons of don vicente osorio moscoso fernandez de cordoba  the 13th count of altamira  who also commissioned multiple family portraits from goya  esteve and goya often shared aristocratic patrons  and there are also portraits of the count and his wife attributed to esteve  the portrait of juan maria is somewhat static in execution  the subject lacking vigor and psychological intensity in esteve s depiction  yet some of the stiffness of the cleveland portrait may be due to the fact that this work was probably a posthumous portrait of juan maria  who died in 1785 at the age of five ,cleveland museum of art,512,495,2030,3521,2361,3155,484,400,2356,115
534,Julia Hulbert Hubbard,1800.0,1899.0,,https://clevelandart.org/art/1946.432,https://openaccess-cdn.clevelandart.org/1946.432/1946.432_web.jpg,"Anonymous, artist",,cleveland museum of art,2326,2080,202,3487,1759,2573,1690,2439,471,2327
535,The Clove - A Storm Scene in the Catskill Mountains,1851.0,1851.0,,https://clevelandart.org/art/1946.494,https://openaccess-cdn.clevelandart.org/1946.494/1946.494_web.jpg,Jasper F. Cropsey,,cleveland museum of art,1813,650,1535,848,180,2345,2815,788,771,2126
536,The Beach at Deauville,1864.0,1864.0,,https://clevelandart.org/art/1946.71,https://openaccess-cdn.clevelandart.org/1946.71/1946.71_web.jpg,Eugène Boudin,,cleveland museum of art,536,531,2254,1617,1557,1644,1922,2545,3140,867
537,Italian Landscape,1625.0,1635.0,,https://clevelandart.org/art/1946.73,https://openaccess-cdn.clevelandart.org/1946.73/1946.73_web.jpg,Claude Lorrain,,cleveland museum of art,3154,1564,2408,1543,101,1583,1732,2088,2430,2327
538,Frieze of Dancers,1890.0,1900.0,,https://clevelandart.org/art/1946.83,https://openaccess-cdn.clevelandart.org/1946.83/1946.83_web.jpg,Edgar Degas,,cleveland museum of art,2687,3406,1165,3413,1841,3414,3120,3457,3458,3452
539,"Low Tide at Pourville, near Dieppe, 1882",1882.0,1882.0,,https://clevelandart.org/art/1947.196,https://openaccess-cdn.clevelandart.org/1947.196/1947.196_web.jpg,Claude Monet,,cleveland museum of art,263,764,638,822,852,3340,99,730,3151,2398
540,"View of Lake Pepin, Minnesota",1862.0,1862.0,,https://clevelandart.org/art/1947.198,https://openaccess-cdn.clevelandart.org/1947.198/1947.198_web.jpg,Robert S. Duncanson,,cleveland museum of art,1531,2034,2302,3140,2545,1584,3310,527,49,2219
541,Portrait of a Man,1832.0,1832.0,,https://clevelandart.org/art/1947.206,https://openaccess-cdn.clevelandart.org/1947.206/1947.206_web.jpg,Samuel Lovett Waldo,,cleveland museum of art,2090,3123,2246,1800,150,524,1527,2741,2429,145
542,Portrait of Isabella Brant,1620.0,1625.0,,https://clevelandart.org/art/1947.207,https://openaccess-cdn.clevelandart.org/1947.207/1947.207_web.jpg,Peter Paul Rubens,,cleveland museum of art,470,1889,493,748,391,441,610,93,2289,1733
543,The Coronation of the Virgin with the Trinity,1395.0,1405.0,,https://clevelandart.org/art/1947.208,https://openaccess-cdn.clevelandart.org/1947.208/1947.208_web.jpg,Master of Rubielos de Mora,,cleveland museum of art,286,606,607,608,609,392,1684,476,134,477
544,The Large Plane Trees (Road Menders at Saint-Rémy),1889.0,1889.0,,https://clevelandart.org/art/1947.209,https://openaccess-cdn.clevelandart.org/1947.209/1947.209_web.jpg,Vincent van Gogh,,cleveland museum of art,1532,1688,1716,3354,2383,1673,2269,3136,2325,3315
545,Portrait of a Prelate,1540.0,1556.0,,https://clevelandart.org/art/1947.210,https://openaccess-cdn.clevelandart.org/1947.210/1947.210_web.jpg,Girolamo da Carpi,girolamo da carpi  a court artist from ferrara  was influenced by the grace and intellectual artificiality found in italian mannerist art  seen in the flowing s curve of the sitter s clothing and his delicate and attenuated fingers  the sitter s dress identifies him as a prelate  a high ranking member of the catholic clergy  his costume includes a dark mantel with red lining over a gauzy  white  em rochet  em  and the three cornered hat  called a em  biretta  em   in his right hand he holds a book whose cover displays an elephant  standing in water  looking at the moon  this motif symbolized purity  and the sitter s virtue is further emphasized through the book s inscription  mundos libenter aspicit  which means   the moon beholds the pure with pleasure   while several noble renaissance households used this design for their family emblems  none have yet proven related to the prelate in this painting and so his identity remains unknown ,cleveland museum of art,2093,137,3448,582,147,2893,3353,1510,2767,2697
546,Lieutenant General Duncan Campbell,1805.0,1815.0,,https://clevelandart.org/art/1947.266,https://openaccess-cdn.clevelandart.org/1947.266/1947.266_web.jpg,Henry Raeburn,,cleveland museum of art,2627,1593,419,269,2243,1718,1663,3291,2027,1644
547,Portrait of an Unidentified Noble from Shah Jahan's Court,1635.0,1655.0,,https://clevelandart.org/art/1947.4,https://openaccess-cdn.clevelandart.org/1947.4/1947.4_web.jpg,,,cleveland museum of art,3241,3245,3275,174,3222,3274,3247,519,3246,223
548,"The siege of Arbela in the era of Hulagu Khan, from a Chingiz-nama (Book of Chingiz Khan) of the Jami al-tavarikh (Compendium of Chronicles) of Rashid al-Din (Persian,1247–1318)",1591.0,1601.0,,https://clevelandart.org/art/1947.502,https://openaccess-cdn.clevelandart.org/1947.502/1947.502_web.jpg,Basavana,,cleveland museum of art,549,3212,3238,3237,3213,521,1590,3113,3181,3182
549,"The siege of Arbela in the era of Hulagu Khan, page from a Chingiz-nama (Book of Chingiz Khan) of the Jami al-tavarikh (Compendium of Chronicles) of Rashid al-Din (Persian,1247–1318)",1591.0,1601.0,,https://clevelandart.org/art/1947.502.a,https://openaccess-cdn.clevelandart.org/1947.502.a/1947.502.a_web.jpg,Basavana,,cleveland museum of art,548,3212,3238,3237,3213,1590,521,3181,3113,3182
550,Radha and Krishna Caught in a Storm,1610.0,1625.0,,https://clevelandart.org/art/1947.503,https://openaccess-cdn.clevelandart.org/1947.503/1947.503_web.jpg,,,cleveland museum of art,393,3012,2949,2969,2981,3285,2634,1819,1582,642
551,Head of a Woman,1734.0,1744.0,,https://clevelandart.org/art/1947.71,https://openaccess-cdn.clevelandart.org/1947.71/1947.71_web.jpg,Antonio Guardi,,cleveland museum of art,158,2298,131,152,1700,130,132,399,583,120
552,Scenes from the Tale of Genji,1700.0,1799.0,,https://clevelandart.org/art/1948.124,https://openaccess-cdn.clevelandart.org/1948.124/1948.124_web.jpg,,,cleveland museum of art,554,1704,1705,1706,553,3511,3506,3508,3509,3512
553,Scenes from the Tale of Genji,1700.0,1799.0,,https://clevelandart.org/art/1948.124.1,https://openaccess-cdn.clevelandart.org/1948.124.1/1948.124.1_web.jpg,Tosa School,,cleveland museum of art,1704,1705,1706,3518,552,554,605,3516,3510,2630
554,Scenes from the Tale of Genji,1700.0,1799.0,,https://clevelandart.org/art/1948.124.2,https://openaccess-cdn.clevelandart.org/1948.124.2/1948.124.2_web.jpg,,,cleveland museum of art,554,1704,1705,1706,553,3511,3506,3508,3509,3512
555,Birds and Flowers,1540.0,1592.0,,https://clevelandart.org/art/1948.128,https://openaccess-cdn.clevelandart.org/1948.128/1948.128_web.jpg,Kano Mitsunobu,,cleveland museum of art,556,557,1547,1548,1549,794,826,1740,1741,1742
556,Birds and Flowers,1540.0,1592.0,,https://clevelandart.org/art/1948.128.1,https://openaccess-cdn.clevelandart.org/1948.128.1/1948.128.1_web.jpg,Kano Shōei,,cleveland museum of art,556,557,1547,1548,1549,794,826,1740,1741,1742
557,Birds and Flowers,1540.0,1592.0,,https://clevelandart.org/art/1948.128.2,https://openaccess-cdn.clevelandart.org/1948.128.2/1948.128.2_web.jpg,Kano Mitsunobu,,cleveland museum of art,556,557,1547,1548,1549,794,826,1740,1741,1742
558,"Portrait of a Woman, probably Aeltje Dircksdr. Pater",1638.0,1638.0,,https://clevelandart.org/art/1948.137,https://openaccess-cdn.clevelandart.org/1948.137/1948.137_web.jpg,Frans Hals,,cleveland museum of art,220,569,603,1882,2274,2551,1801,485,517,1912
559,Ten Thousand Li of the Yangzi,1368.0,1644.0,,https://clevelandart.org/art/1948.140,https://openaccess-cdn.clevelandart.org/1948.140/1948.140_web.jpg,Dai Jin,,cleveland museum of art,2536,2449,1578,2453,2438,2444,2837,2840,1746,2450
560,"Wall Panels: The Gardener, Horticulture, The Vineyard, The See-Saw, The Swing",1718.0,1732.0,,https://clevelandart.org/art/1948.176,https://openaccess-cdn.clevelandart.org/1948.176/1948.176_web.jpg,Nicolas Lancret,,cleveland museum of art,3313,98,1561,140,58,565,478,1922,2745,561
561,The Gardener,1718.0,1732.0,,https://clevelandart.org/art/1948.176.1,https://openaccess-cdn.clevelandart.org/1948.176.1/1948.176.1_web.jpg,Nicolas Lancret,,cleveland museum of art,562,563,564,58,565,3158,488,2760,791,511
562,Horticulture,1718.0,1732.0,,https://clevelandart.org/art/1948.176.2,https://openaccess-cdn.clevelandart.org/1948.176.2/1948.176.2_web.jpg,Nicolas Lancret,,cleveland museum of art,563,564,3158,3157,3156,58,149,125,126,561
563,The Vineyard,1718.0,1732.0,,https://clevelandart.org/art/1948.176.3,https://openaccess-cdn.clevelandart.org/1948.176.3/1948.176.3_web.jpg,Nicolas Lancret,,cleveland museum of art,563,564,3158,3157,3156,58,149,125,126,561
564,The See-Saw,1718.0,1732.0,,https://clevelandart.org/art/1948.176.4,https://openaccess-cdn.clevelandart.org/1948.176.4/1948.176.4_web.jpg,Nicolas Lancret,,cleveland museum of art,563,564,3158,3157,3156,58,149,125,126,561
565,The Swing,1718.0,1732.0,,https://clevelandart.org/art/1948.176.5,https://openaccess-cdn.clevelandart.org/1948.176.5/1948.176.5_web.jpg,Nicolas Lancret,,cleveland museum of art,58,1805,57,562,563,564,1674,129,585,149
566,Music and Dance and Cupids in Conspiracy ,1740.0,1749.0,,https://clevelandart.org/art/1948.181,https://openaccess-cdn.clevelandart.org/1948.181/1948.181_web.jpg,François Boucher,along with cupids in conspiracy  1948 181 2   this work is surely part of a series of over door paintings that would have been installed in a house  however  where the panels were originally installed or who commissioned them remains unknown  they exemplify the fusion of fine arts and decorative arts that was common in elite interior design in 18th century france  even though the paintings were part of the wall decoration of the room  the patrons chose françois boucher  a well known painter of portraits and genre scenes  as well as mythological and religious subjects  to execute them  these two paintings reflect a style that was popular both at court and among other wealthy patrons through much of the eighteenth century  light  charming  pastoral scenes that mix classical elements with pure fantasy  both of them feature putti  chubby baby characters that add a touch of humor to the images ,cleveland museum of art,567,568,3023,2573,3308,140,1759,1918,3487,2703
567,Music and Dance,1740.0,1749.0,,https://clevelandart.org/art/1948.181.1,https://openaccess-cdn.clevelandart.org/1948.181.1/1948.181.1_web.jpg,François Boucher,along with cupids in conspiracy  1948 181 2   this work is surely part of a series of over door paintings that would have been installed in a house  however  where the panels were originally installed or who commissioned them remains unknown  they exemplify the fusion of fine arts and decorative arts that was common in elite interior design in 18th century france  even though the paintings were part of the wall decoration of the room  the patrons chose françois boucher  a well known painter of portraits and genre scenes  as well as mythological and religious subjects  to execute them  these two paintings reflect a style that was popular both at court and among other wealthy patrons through much of the eighteenth century  light  charming  pastoral scenes that mix classical elements with pure fantasy  both of them feature putti  chubby baby characters that add a touch of humor to the images ,cleveland museum of art,568,566,3023,2573,3308,140,1759,2703,3487,1918
568,Cupids in Conspiracy,1740.0,1749.0,,https://clevelandart.org/art/1948.181.2,https://openaccess-cdn.clevelandart.org/1948.181.2/1948.181.2_web.jpg,François Boucher,along with music and dance  1948 181 1   this work is surely part of a series of over door paintings that would have been installed in a house  however  where the panels were originally installed or who commissioned them remains unknown  they exemplify the fusion of fine arts and decorative arts that was common in elite interior design in 18th century france  even though the paintings were part of the wall decoration of the room  the patrons chose françois boucher  a well known painter of portraits and genre scenes  as well as mythological and religious subjects  to execute them  these two paintings reflect a style that was popular both at court and among other wealthy patrons through much of the eighteenth century  light  charming  pastoral scenes that mix classical elements with pure fantasy  both of them feature putti  chubby baby characters that add a touch of humor to the images ,cleveland museum of art,568,566,3023,2573,3308,140,1759,2703,3487,1918
569,Portrait of a Woman,1743.0,1753.0,,https://clevelandart.org/art/1948.183,https://openaccess-cdn.clevelandart.org/1948.183/1948.183_web.jpg,Jean-Marc Nattier,,cleveland museum of art,569,603,1882,2274,2551,485,517,558,220,400
570,A Storm Behind the Isle of Wight,1790.0,1799.0,,https://clevelandart.org/art/1948.461,https://openaccess-cdn.clevelandart.org/1948.461/1948.461_web.jpg,Julius Caesar Ibbetson,,cleveland museum of art,3,2231,535,49,274,2268,650,2806,388,2297
571,Blessed Lord Buddha,1700.0,1799.0,,https://clevelandart.org/art/1949.152,https://openaccess-cdn.clevelandart.org/1949.152/1949.152_web.jpg,,,cleveland museum of art,2012,2823,3132,201,2578,3311,111,823,258,1923
572,Holy Family with a Shepherd,1520.0,1525.0,,https://clevelandart.org/art/1949.185,https://openaccess-cdn.clevelandart.org/1949.185/1949.185_web.jpg,Battista Dossi,,cleveland museum of art,259,2304,1930,639,375,369,2816,3221,851,158
573,Fight between a Tiger and a Buffalo,1908.0,1908.0,,https://clevelandart.org/art/1949.186,https://openaccess-cdn.clevelandart.org/1949.186/1949.186_web.jpg,Henri Rousseau,,cleveland museum of art,769,2359,1663,445,767,2438,2427,1578,768,1575
574,"Pope Pius VI Descending the Throne to Take Leave of the Doge in the Hall of SS. Giovanni e Paolo, 1782 and Pontifical Ceremony in SS. Giovanni e Paolo, Venice, 1782 (pair)",1778.0,1788.0,,https://clevelandart.org/art/1949.187,https://openaccess-cdn.clevelandart.org/1949.187/1949.187_web.jpg,Francesco Guardi,,cleveland museum of art,576,575,143,1623,473,1685,432,1616,1700,870
575,"Pope Pius VI Descending the Throne to Take Leave of the Doge in the Hall of SS. Giovanni e Paolo, 1782",1778.0,1788.0,,https://clevelandart.org/art/1949.187.1,https://openaccess-cdn.clevelandart.org/1949.187.1/1949.187.1_web.jpg,Francesco Guardi,,cleveland museum of art,574,576,143,1700,1623,551,473,432,1685,870
576,"Pontifical Ceremony in SS. Giovanni e Paolo, Venice, 1782",1778.0,1788.0,,https://clevelandart.org/art/1949.187.2,https://openaccess-cdn.clevelandart.org/1949.187.2/1949.187.2_web.jpg,Francesco Guardi,,cleveland museum of art,574,575,143,473,1623,432,1700,1685,870,1616
577,Woman Meditating,1868.0,1875.0,,https://clevelandart.org/art/1949.189,https://openaccess-cdn.clevelandart.org/1949.189/1949.189_web.jpg,Jean Baptiste Camille Corot,,cleveland museum of art,508,596,1536,1513,2921,2299,1619,1990,161,3348
578,Monkey Hanging on to a Branch,1780.0,1780.0,,https://clevelandart.org/art/1949.381,https://openaccess-cdn.clevelandart.org/1949.381/1949.381_web.jpg,Mori Sosen,,cleveland museum of art,2834,2657,2832,2833,2678,2436,2783,2492,2693,71
579,Woman and Two Children,1900.0,1912.0,,https://clevelandart.org/art/1949.382,https://openaccess-cdn.clevelandart.org/1949.382/1949.382_web.jpg,Kubo Shunman,,cleveland museum of art,3094,3095,2955,1091,1094,594,2694,630,3153,2037
580,Mount Vesuvius at Midnight,1868.0,1868.0,,https://clevelandart.org/art/1949.541,https://openaccess-cdn.clevelandart.org/1949.541/1949.541_web.jpg,Albert Bierstadt,,cleveland museum of art,241,1687,3359,664,1518,529,2685,3307,2716,2564
581,Crossing at Sano,1600.0,1640.0,,https://clevelandart.org/art/1949.554,https://openaccess-cdn.clevelandart.org/1949.554/1949.554_web.jpg,Tawaraya Sōtatsu,,cleveland museum of art,1518,1586,2003,1956,1722,2716,1871,11,605,2736
582,"Portrait of a Man, possibly Girolamo Rosati",1533.0,1534.0,,https://clevelandart.org/art/1950.250,https://openaccess-cdn.clevelandart.org/1950.250/1950.250_web.jpg,Lorenzo Lotto,the gesture of the elegantly dressed man is a mystery  is he rising from his chair to address someone or is he pointing to something outside the frame  his right hand rests on a piece of paper  a letter    while on the table are clover—a symbol of abundance  good fortune  and happy marriage—and jasmine  associated with purity and love  further emphasized by the roses on the trellis  there may have been a companion portrait of the sitter’s bride  to whom he acknowledges his devotion  another recent interpretation identifies the sitter as girolamo rosati  a high official in fermo  on italy’s east coast  the paper may be a design for one of his important architectural projects  to which he may be pointing in the distance  the interrupted moment is a naturalistic touch characteristic of lotto  quite distinct from the formality of the other italian renaissance portraits in the museum s collection  though this portrait clearly articulates the man’s status  lotto emphasizes his individuality and interiority as much as a socially constructed identity ,cleveland museum of art,2893,137,3353,3448,2030,433,3155,2015,2697,471
